BOROUGH,Cultural Venue Type,additional_contact_name,address1,address2,address3,alternativenames,borough_code,borough_name,building_name,contact_name,easting,fid_london_ward,greenflagcommunityaward,gss_code,latitude,longitude,northing,os_addressbase_uprn,rm_organisation_name,runtime,site_name,ward,ward_2018_code,ward_2018_name,ward_code,ward_code_2018,ward_name_2018,website
Westminster,Creative workspaces,,Great Western Studios,Great Western Studios,65 Alfred Road,,E09000033,Westminster,,,524866.9662,,,E09000033,51.52373398,-0.201513847,182067.9235,1.00E+11,,04/20/2020,Great Western Studios,,,,,E05000648,Westbourne,https://www.greatwesternstudios.com/
Kingston upon Thames,Dance performance venues,,24-26 High Street,,,,E09000021,Kingston upon Thames,,,517803.968,,,E09000021,51.4086431,-0.307594201,169093.9269,128029778,,04/20/2020,Rose Theatre,,E05000408,Grove,,,,http://www.rosetheatrekingston.org
Kingston upon Thames,Dance performance venues,,Grove Ln,,,,E09000021,Kingston upon Thames,,,518293.9678,,,E09000021,51.40308542,-0.300754207,168486.927,128008048,,04/20/2020,St John's Church,,E05000408,Grove,,,,http://www.stjohnskingston.co.uk
Greenwich,Dance performance venues,,3 Crooms Hill,,,,E09000011,Greenwich,,,538451.1824,,,E09000011,51.47946415,-0.007621808,177493.6146,10010200382,,04/20/2020,Greenwich Theatre,,E05000222,Greenwich West,,,,
Greenwich,Dance performance venues,,Peninsula Square,,,,E09000011,Greenwich,,,539130.1722,,,E09000011,51.50292054,0.003185639,180122.4239,10010228254,,04/20/2020,The O2 Arena,,E05000225,Peninsula,,,,https://www.theo2.co.uk
Greenwich,Dance performance venues,,51-53 Woolwich New Road,,,,E09000011,Greenwich,,,543671.9609,,,E09000011,51.48949713,0.068021085,178754.9242,1.00E+11,,04/20/2020,The Tramshed,,E05000229,Woolwich Common,,,,http://www.glypt.co.uk/tramshed/tramshedhistory/
Greenwich,Dance performance venues,,71 Creekside,,,,,Lewisham,,,537554.9626,,,E09000011,51.48005383,-0.020503156,177534.9246,,,04/20/2020,Trinity Laban / Laban Theatre,,,,,,,https://www.trinitylaban.ac.uk/whats-on/dance-events
Greenwich,Dance performance venues,,33-35 Royal Hill,,,,E09000011,Greenwich,,,538238.9624,,,E09000011,51.47806302,-0.0107391,177331.9246,1.00E+11,,04/20/2020,Greenwich Dance,,E05000222,Greenwich West,,,,www.greenwichdance.org.uk
Greenwich,Dance performance venues,,King William Walk,,,,E09000011,Greenwich,,,538469.9624,,,E09000011,51.48358702,-0.007171472,177952.9245,10010216996,,04/20/2020,"King Charles Court, Old Royal Naval College (Trinity Laban)",,E05000222,Greenwich West,,,,https://www.trinitylaban.ac.uk/whats-on/our-venues/king-charles-court
Greenwich,Dance performance venues,,23 Lee Road,,,,E09000011,Greenwich,,,539694.962,,,E09000011,51.46437941,0.009627334,175848.925,1.00E+11,,04/20/2020,Blackheath Halls,,E05000215,Blackheath Westcombe,,,,http://www.blackheathhalls.com
Haringey,Dance performance venues,,33 Alexandra Palace Way,,,,E09000014,Haringey,,,529591.9648,,,E09000014,51.59448347,-0.130501429,190058.9212,10003974918,,04/20/2020,Alexandra Palace,,E05000266,Alexandra,,,,http://www.alexandrapalace.com
Haringey,Dance performance venues,,Town Hall Approach,,,,E09000014,Haringey,,,533589.9637,,,E09000014,51.58747503,-0.073075943,189382.9214,10003985252,,04/20/2020,Bernie Grant Arts Centre,,E05000280,Tottenham Green,,,,http://www.berniegrantcentre.co.uk
Haringey,Dance performance venues,,269A Archway Road,,,,E09000014,Haringey,,,528609.965,,,E09000014,51.57668107,-0.145404162,188052.9217,1.00E+11,,04/20/2020,Jacksons Lane,,E05000272,Highgate,,,,www.jacksonslane.org.uk/space-hire
Haringey,Dance performance venues,,1 North Road,,,,E09000014,Haringey,,,528279.9651,,,E09000014,51.5717955,-0.150365124,187500.9219,1.00E+11,,04/20/2020,Upstairs at the Gatehouse,,E05000272,Highgate,,,,http://www.upstairsatthegatehouse.com
Westminster,Dance performance venues,,17 Wilton Rd,,,,E09000033,City of Westminster,,,529028.9649,,,E09000033,51.49577576,-0.142654424,179060.9242,1.00E+11,,04/20/2020,Apollo Victoria Theatre,,E05000647,Warwick,,,,http://www.apollovictoriatheatre.org/about-us/
Westminster,Dance performance venues,,13 Westbourne Terrace Rd,,,,E09000033,City of Westminster,,,526072.9657,,,E09000033,51.52103082,-0.184236365,181796.9234,1.00E+11,,04/20/2020,Canal Cafe Theatre,,E05000648,Westbourne,,,,https://canalcafetheatre.com/contact
Westminster,Dance performance venues,,9 Villiers Street,,,,E09000033,City of Westminster,,,530281.9646,,,E09000033,51.50808822,-0.124096963,180462.9238,10033582545,,04/20/2020,Charing Cross Theatre,,E05000644,St. James's,,,,http://www.charingcrosstheatre.co.uk
Westminster,Dance performance venues,,29 Greek St,,,,E09000033,City of Westminster,,,529883.9647,,,E09000033,51.51308657,-0.129627602,181008.9236,10033553103,,04/20/2020,Palace Theatre,,E05000649,West End,,,,
Westminster,Dance performance venues,,Nash House,,The Mall,,E09000033,City of Westminster,,,529814.9647,,,E09000033,51.50638923,-0.130896308,180261.9238,1.00E+11,,04/20/2020,ICA,,E05000644,St. James's,,,,www.ica.art/venue-hire/
Westminster,Dance performance venues,,8 Argyll Street,,,,E09000033,City of Westminster,,,529158.9649,,,E09000033,51.51453773,-0.140017324,181151.9236,10033529083,,04/20/2020,London Palladium,,E05000649,West End,,,,http://www.reallyusefultheatres.co.uk/our-theatres/london-palladium/
Westminster,Dance performance venues,,21 Wellington Street,,,,E09000033,City of Westminster,,,530548.9645,,,E09000033,51.51142368,-0.120111955,180840.9237,10033572107,,04/20/2020,Lyceum Theatre,,E05000644,St. James's,,,,http://www.lyceum-theatre.co.uk
Westminster,Dance performance venues,,85-88 St Martin's Lane,,,,E09000033,City of Westminster,,,530039.9646,,,E09000033,51.51110956,-0.127460405,180792.9237,1.00E+11,,04/20/2020,Noel Coward Theatre,,E05000644,St. James's,,,,
Westminster,Dance performance venues,,4 Portugal Street,,,,E09000033,City of Westminster,,,530686.9645,,,E09000033,51.51462706,-0.117991055,181200.9236,1.00E+11,,04/20/2020,Peacock Theatre,,E05000644,St. James's,,,,http://peacocktheatre.com
Westminster,Dance performance venues,,16 Denman Theatre,,,,E09000033,City of Westminster,,,529490.9648,,,E09000033,51.51105578,-0.135374572,180772.9237,1.00E+11,,04/20/2020,Piccadilly Theatre,,E05000649,West End,,,,http://www.piccadillytheatre.org
Westminster,Dance performance venues,,10 Northumberland Avenue,,,,E09000033,City of Westminster,,,530313.9646,,,E09000033,51.50696648,-0.12368193,180338.9238,1.00E+11,,04/20/2020,Playhouse Theatre,,E05000644,St. James's,,,,http://www.playhousetheatrelondon.com/tickets/
Westminster,Dance performance venues,,35 Bow Street,,,,E09000033,City of Westminster,,,530367.9646,,,E09000033,51.51304711,-0.122653705,181016.9236,10033547198,,04/20/2020,Royal Opera House - The Linbury Studio Theatre and Foyer,,E05000644,St. James's,,,,http://www.roh.org.uk
Westminster,Dance performance venues,,35 Park Road,,,,E09000033,City of Westminster,,,527704.9653,,,E09000033,51.52489743,-0.160555743,182267.9233,2.00E+11,,04/20/2020,Rudolf Steiner House,,E05000632,Bryanston and Dorset Square,,,,http://www.rsh.anth.org.uk
Westminster,Dance performance venues,,2 Savoy Court,,,,E09000033,City of Westminster,,,530499.9645,,,E09000033,51.51016784,-0.12086983,180699.9237,1.00E+11,,04/20/2020,Savoy Theatre,,E05000644,St. James's,,,,http://www.savoytheatre.org
Westminster,Dance performance venues,,1 Phoenix Street,,,,E09000033,City of Westminster,,,529963.9647,,,E09000033,51.50959927,-0.128617607,180622.9237,10033531800,,04/20/2020,The Phoenix Artists Club,,E05000644,St. James's,,,,http://www.phoenixartistclub.com
Westminster,Dance performance venues,,9 Kensington Gore,,,,E09000033,City of Westminster,,,526593.9656,,,E09000033,51.50126863,-0.17751559,179610.924,1.00E+11,,04/20/2020,The Royal Albert Hall,,E05000637,Knightsbridge and Belgravia,,,,https://www.royalalberthall.com
Westminster,Dance performance venues,,6 Catherine Street,,,,E09000033,City of Westminster,,,530528.9645,,,E09000033,51.51287517,-0.120340416,181001.9236,10033555899,,04/20/2020,Theatre Royal Drury Lane,,E05000644,St. James's,,,,http://www.reallyusefultheatres.co.uk/our-theatres/theatre-royal?utm_source=theatreroyalboxoffice.co.uk
Westminster,Dance performance venues,,12 Palace Street,,,,E09000033,City of Westminster,,,529047.9649,,,E09000033,51.49871015,-0.142261336,179387.9241,10033568019,,04/20/2020,The Other Palace,,E05000644,St. James's,,,,https://www.theotherpalace.co.uk
Westminster,Dance performance venues,,St John's Smith Square,,,,E09000033,City of Westminster,,,530108.9646,,,E09000033,51.49590593,-0.127089782,179102.9241,10033557786,,04/20/2020,St John's Smith Square,,E05000644,St. James's,,,,https://www.sjss.org.uk
Westminster,Dance performance venues,,18 Suffolk Street,,,,E09000033,City of Westminster,,,529781.9647,,,E09000033,51.50863453,-0.131279929,180510.9238,1.00E+11,,04/20/2020,Theatre Royal Haymarket,,E05000644,St. James's,,,,http://www.trh.co.uk
Westminster,Dance performance venues,,47 Cumberland Street,,,,E09000033,City of Westminster,,,529000.9649,,,E09000033,51.4884578,-0.143355213,178245.9244,10033527293,,04/20/2020,Church Hall of the Church of the Holy Apostles,,E05000647,Warwick,,,,http://www.holyapostlespimlico.org
Westminster,Dance performance venues,,94 St Martins Lane,,,,E09000033,City of Westminster,,,530057.9646,,,E09000033,51.51065608,-0.127219602,180742.9237,10033553950,,04/20/2020,Freed of London,,E05000644,St. James's,,,,
Westminster,Dance performance venues,,1 Orchard Street,,,,E09000033,City of Westminster,,,528270.9651,,,E09000033,51.51458707,-0.152813774,181134.9236,1.00E+11,,04/20/2020,The Old Selfridges Hotel,,E05000641,Marylebone High Street,,,,http://www.selfridges.com/GB/en/content/tags/old-selfridges-hotel-0
Westminster,Dance performance venues,,1 Heathcock Ct,,,,E09000033,City of Westminster,,,530355.9646,,,E09000033,51.51010219,-0.12294776,180688.9237,10033579363,,04/20/2020,Adelphi Theatre,,E05000644,St. James's,,,,http://www.reallyusefultheatres.co.uk/our-theatres/adelphi/
Westminster,Dance performance venues,,31 Shaftesbury Avenue,,,,E09000033,City of Westminster,,,529627.9648,,,E09000033,51.5115007,-0.13338199,180825.9237,10033548808,,04/20/2020,Apollo Theatre,,E05000649,West End,,,,https://www.nimaxtheatres.com/apollo-theatre/
Westminster,Dance performance venues,,21 Dean Street,,,,E09000033,City of Westminster,,,529663.9647,,,E09000033,51.51450305,-0.132740339,181160.9236,1.00E+11,,04/20/2020,Soho Theatre,,E05000649,West End,,,,http://www.sohotheatre.com
Westminster,Dance performance venues,,"16 Balderton Street,",,,,E09000033,City of Westminster,,,528299.9651,,,E09000033,51.51318751,-0.152452465,180979.9236,1.00E+11,,04/20/2020,Danceworks,,E05000649,West End,,,,http://danceworks.net
Westminster,Dance performance venues,,1 Portugal Street,,,,E09000033,City of Westminster,,,530715.9645,,,E09000033,51.51463833,-0.117572622,181202.9236,10033621876,,04/20/2020,The Saw Swee Hock Centre - Weston Studio,,E05000644,St. James's,,,,https://sawsweehockcentre.com
Westminster,Dance performance venues,,150 Strand,,,,E09000033,City of Westminster,,,530699.9645,,,E09000033,51.51102034,-0.117952415,180799.9237,1.00E+11,,04/20/2020,Dance Umbrella - Somerset House,,E05000644,St. James's,,,,http://www.danceumbrella.co.uk
Westminster,Dance performance venues,,6-7 Great Newport Street,,,,E09000033,City of Westminster,,,530030.9646,,,E09000033,51.51211816,-0.127548734,180904.9237,1.00E+11,,04/20/2020,Arts Theatre,,E05000644,St. James's,,,,https://artstheatrewestend.co.uk
Westminster,Dance performance venues,,5 Gateforth Street,,,,E09000033,City of Westminster,,,527086.9654,,,E09000033,51.52449748,-0.169480819,182207.9233,1.00E+11,,04/20/2020,Cockpit Theatre,,E05000634,Church Street,,,,http://www.thecockpit.org.uk
Westminster,Dance performance venues,,29 Shaftesbury Avenue,,,,E09000033,City of Westminster,,,529599.9648,,,E09000033,51.51127346,-0.133794809,180799.9237,1.00E+11,,04/20/2020,Lyric Theatre,,E05000649,West End,,,,https://www.nimaxtheatres.com/lyric-theatre/
Westminster,Dance performance venues,,49 Aldwych,,,,E09000033,City of Westminster,,,530630.9645,,,E09000033,51.51307629,-0.118862085,181026.9236,1.00E+11,,04/20/2020,Aldwych Theatre,,E05000644,St. James's,,,,https://www.nederlander.co.uk/aldwych-theatre
Westminster,Dance performance venues,,14 Whitehall,,,,E09000033,City of Westminster,,,530041.9646,,,E09000033,51.50663365,-0.127615185,180294.9238,1.00E+11,,04/20/2020,Trafalgar Studios (previously the Whitehall),,E05000644,St. James's,,,,http://trafalgarentertainment.com
Westminster,Dance performance venues,,404 Strand,,,,E09000033,City of Westminster,,,530387.9645,,,E09000033,51.51034645,-0.122476552,180716.9237,10033544051,,04/20/2020,Vaudeville Theatre,,E05000644,St. James's,,,,https://www.nimaxtheatres.com/vaudeville-theatre/
Westminster,Dance performance venues,,57 Haymarket,,,,E09000033,City of Westminster,,,529732.9647,,,E09000033,51.50812453,-0.13200693,180452.9238,1.00E+11,,04/20/2020,Her Majesty's Theatre,,E05000644,St. James's,,,,
Westminster,Dance performance venues,,6 Leicester Place,,,,E09000033,City of Westminster,,,529857.9647,,,E09000033,51.5113401,-0.130073873,180813.9237,1.00E+11,,04/20/2020,Leicester Square Theatre,,E05000644,St. James's,,,,http://www.leicestersquaretheatre.com
City of London,Dance performance venues,,14 Austin Friars,,,,E09000001,City and County of the City of London,,,532926.2339,,,E09000001,51.51592981,-0.085662344,181403.9735,95513019,,04/20/2020,The Arc Theatre,,E05009295,Broad Street,,,,http://www.arctheatre.com
City of London,Dance performance venues,,1C Silk St,,,,E09000001,City and County of the City of London,,,532328.664,,,E09000001,51.51996231,-0.094106846,181837.0934,95512045,,04/20/2020,Barbican Centre Theatre,,E05009302,Cripplegate,,,,http://www.barbican.org.uk
City of London,Dance performance venues,,14 Bride Ln,,,,E09000001,City and County of the City of London,,,531589.9642,,,E09000001,51.51349205,-0.105023493,181097.9236,95511225,,04/20/2020,Bridewell Theatre,,E05009297,Castle Baynard,,,,http://www.sbf.org.uk/theatre
City of London,Dance performance venues,,1C Silk St,,,,E09000001,City and County of the City of London,,,532328.824,,,E09000001,51.51996227,-0.094104542,181837.0934,95512046,,04/20/2020,"The Pit, Barbican Centre",,E05009302,Cripplegate,,,,http://www.barbican.org.uk/theatre
Hammersmith and Fulham,Dance performance venues,,28a Comeragh Road,,,,E09000013,Hammersmith and Fulham,,,524406.9662,,,E09000013,51.48943219,-0.209490815,178239.9244,34128758,,04/20/2020,Barons Court Theatre,,E05000258,North End,,,,http://www.offwestend.com/index.php/theatres/view/42
Hammersmith and Fulham,Dance performance venues,,45 Queen Caroline Street,,,,E09000013,Hammersmith and Fulham,,,523366.9665,,,E09000013,51.49069334,-0.224422616,178354.9243,34030384,,04/20/2020,Eventim Apollo Hammersmith,,E05000256,Hammersmith Broadway,,,,
Hammersmith and Fulham,Dance performance venues,,4a Castletown Road,,,,E09000013,Hammersmith and Fulham,,,524575.9661,,,E09000013,51.4897635,-0.207043433,178280.9244,34140084,,04/20/2020,Bhavan Centre,,E05000258,North End,,,,http://www.bhavan.net
Hammersmith and Fulham,Dance performance venues,,25 Bulwer Street,,,,E09000013,Hammersmith and Fulham,,,523373.9665,,,E09000013,51.50548497,-0.223746535,180000.9239,34039599,,04/20/2020,West London School of Dance,,E05000263,Shepherd's Bush Green,,,,https://www.westlondonschoolofdance.co.uk
Camden,Dance performance venues,,15 Gordon Street,,,,E09000007,Camden,,,529632.9648,,,E09000007,51.52506973,-0.132754789,182335.9233,5007085,,04/20/2020,Bloomsbury Theatre,,E05000129,Bloomsbury,,,,https://www.doylecollection.com/hotels/the-bloomsbury-hotel?utm_source=google&utm_ca脙聰脙聡脗陋
Camden,Dance performance venues,,31 Earlham St,,,,E09000007,Camden,,,530107.9646,,,E09000007,51.51351139,-0.126381824,181061.9236,5089373,,04/20/2020,Cambridge Theatre,,E05000138,Holborn and Covent Garden,,,,https://www.cambridgeartstheatre.com
Camden,Dance performance venues,,62 Eton Avenue,,,,E09000007,Camden,,,526739.9655,,,E09000007,51.54382562,-0.173709262,184349.9227,5134828,,04/20/2020,Hampstead Theatre,,E05000144,Swiss Cottage,,,,www.hampsteadtheatre.com
Camden,Dance performance venues,,15-16 Triton Street,,,,E09000007,Camden,,,529008.9649,,,E09000007,51.52503273,-0.141751873,182315.9233,5155688,,04/20/2020,New Diorama Theatre,,E05000142,Regent's Park,,,,
Camden,Dance performance venues,,110 Charing Cross Rd,,,,E09000007,Camden,,,529884.9647,,,E09000007,51.51452424,-0.129554271,181168.9236,5037592,,04/20/2020,Phoenix Theatre,,E05000138,Holborn and Covent Garden,,,,http://www.atgtickets.com/venues/phoenix-theatre/
Camden,Dance performance venues,,100 Chalk Farm Road,,,,E09000007,Camden,,,528253.9651,,,E09000007,51.54323234,-0.151898608,184321.9227,5090672,,04/20/2020,Roundhouse,,E05000130,Camden Town with Primrose Hill,,,,http://www.roundhouse.org.uk
Camden,Dance performance venues,,210 Shaftesbury Avenue,,,,E09000007,Camden,,,530119.9646,,,E09000007,51.51627657,-0.126095341,181369.9235,5038488,,04/20/2020,Shaftesbury Theatre,,E05000138,Holborn and Covent Garden,,,,http://www.shaftesburytheatre.com
Camden,Dance performance venues,,100-110 Euston Road,,,,E09000007,Camden,,,529944.9647,,,E09000007,51.52864677,-0.12811024,182741.9232,5083194,,04/20/2020,Shaw Theatre,,E05000143,St. Pancras and Somers Town,,,,http://www.shaw-theatre.com
Camden,Dance performance venues,,42-44 Gaisford Street,,,,E09000007,Camden,,,529139.9649,,,E09000007,51.54809015,-0.138922711,184884.9226,5082943,,04/20/2020,The Lion and Unicorn Theatre,,E05000131,Cantelowes,,,,http://www.thelionandunicornnw5.co.uk
Camden,Dance performance venues,,24 Endell Street,,,,E09000007,Camden,,,530230.9646,,,E09000007,51.51489401,-0.124552288,181218.9236,5109164,,04/20/2020,The Gallery at The Hospital Club,,E05000138,Holborn and Covent Garden,,,,http://www.thehospitalclub.com
Camden,Dance performance venues,,17 Stukeley Street,,,,E09000007,Camden,,,530356.9646,,,E09000007,51.5166264,-0.122665013,181414.9235,5128852,,04/20/2020,Dragon Hall ,,E05000138,Holborn and Covent Garden,,,,https://www.dragonhall.org.uk/main-hall/
Camden,Dance performance venues,,211 Gray's Inn Road,,,,E09000007,Camden,,,530597.9645,,,E09000007,51.52690563,-0.118767654,182564.9232,5155126,,04/20/2020,Westminster Kingsway College Theatre,,E05000141,King's Cross,,,,http://www.westking.ac.uk/subject/performing-arts/
Camden,Dance performance venues,,265 Camden High Street,,,,E09000007,Camden,,,528789.965,,,E09000007,51.54059409,-0.144275957,184041.9228,5007472,,04/20/2020,Etcetera Theatre,,E05000130,Camden Town with Primrose Hill,,,,http://www.etceteratheatre.com
Camden,Dance performance venues,,16-22 Chenies Street,,,,E09000007,Camden,,,529678.9647,,,E09000007,51.52088928,-0.13226279,181871.9234,5136140,,04/20/2020,Royal Academy of Dramatic Art,,E05000129,Bloomsbury,,,,https://www.rada.ac.uk
Camden,Dance performance venues,,1a Tower Street,,,,E09000007,Camden,,,529974.9647,,,E09000007,51.51336223,-0.128304785,181041.9236,5077305,,04/20/2020,Tristan Bates Theatre (TBT),,E05000138,Holborn and Covent Garden,,,,https://www.tristanbatestheatre.co.uk
Camden,Dance performance venues,,2 Patshull Road,,,,E09000007,Camden,,,529021.9649,,,E09000007,51.54692186,-0.140672301,184751.9226,5001418,,04/20/2020,Clean Break,,E05000131,Cantelowes,,,,http://www.cleanbreak.org.uk
Camden,Dance performance venues,,25 Red Lion Square,,,,E09000007,Camden,,,530649.9645,,,E09000007,51.51979404,-0.118311294,181774.9234,5048256,,04/20/2020,Conway Hall,,E05000138,Holborn and Covent Garden,,,,https://conwayhall.org.uk
Camden,Dance performance venues,,268-269 Tottenham Court Rd,,,,E09000007,Camden,,,529871.9647,,,E09000007,51.51696266,-0.129641703,181439.9235,5083050,,04/20/2020,Dominion Theatre,,E05000129,Bloomsbury,,,,https://www.nederlander.co.uk/dominion-theatre
Camden,Dance performance venues,,2 Regent's Park Road,Cecil Sharp House,,,E09000007,Camden,,,528445.9651,,,E09000007,51.53810212,-0.149337866,183755.9229,5066674,,04/20/2020,Cecil Sharp House,,E05000130,Camden Town with Primrose Hill,,,,https://www.cecilsharphouse.org
Camden,Dance performance venues,,16 Chenies St,,,,E09000007,Camden,,,529658.9647,,,E09000007,51.52066919,-0.13256009,181846.9234,5087921,,04/20/2020,RADA Studios,,E05000129,Bloomsbury,,,,
Camden,Dance performance venues,,157-163 Gray脙聰脙聡脙聳s Inn Road,,,,E09000007,Camden,,,530732.9645,,,E09000007,51.52493328,-0.116902823,182348.9233,5083639,,04/20/2020,Welsh Centre,,E05000141,King's Cross,,,,http://www.londonwelsh.org
Camden,Dance performance venues,,58-60 Hampstead Road,,,,E09000007,Camden,,,529235.9649,,,E09000007,51.52640081,-0.138423624,182473.9232,5158137,,04/20/2020,Camden People's Theatre,,E05000142,Regent's Park,,,,https://www.cptheatre.co.uk
Camden,Dance performance venues,,17 Dukes Road,,London,,E09000007,Camden,,,529927.9647,,,E09000007,51.52750935,-0.128401995,182614.9232,5156460,,04/20/2020,The Place Theatre,,E05000141,King's Cross,,,,http://www.theplace.org.uk
Camden,Dance performance venues,,26 Crowndale Road,,,,E09000007,Camden,,,529469.9648,,,E09000007,51.53549592,-0.134678304,183491.923,5061419,,04/20/2020,Theatro Technis,,E05000143,St. Pancras and Somers Town,,,,http://www.theatrotechnis.com
Camden,Dance performance venues,,351B Finchley Road,,,,E09000007,Camden,,,525951.9658,,,E09000007,51.55091289,-0.184791524,185118.9225,5164899,,04/20/2020,JW3 (Jewish Community Centre London),,E05000145,West Hampstead,,,,https://www.jw3.org.uk
Tower Hamlets,Dance performance venues,,192-196 Hanbury Street,,,,E09000030,Tower Hamlets,,,534323.9635,,,E09000030,51.51941799,-0.065368543,181828.9234,6011121,,04/20/2020,Brady Arts & Community Centre,,E05009333,Spitalfields & Banglatown,,,,http://www.towerhamletsarts.org.uk/?s=3&v=15&guide=AllAges
Tower Hamlets,Dance performance venues,,2A Queen脙聰脙聡脙聳s Yard,,,,E09000030,Tower Hamlets,,,537166.9627,,,E09000030,51.54263859,-0.023382441,184488.9227,6077552,,04/20/2020,The Yard,,E05009319,Bow East,,,,https://theyardtheatre.co.uk
Tower Hamlets,Dance performance venues,,35-47 Bethnal Green Road,,,,E09000030,Tower Hamlets,,,533760.9636,,,E09000030,51.52435934,-0.073275203,182363.9233,6150258,,04/20/2020,Rich Mix,,E05009335,Weavers,,,,https://www.richmix.org.uk
Tower Hamlets,Dance performance venues,,2 Cotall St,,,,E09000030,Tower Hamlets,,,537275.9627,,,E09000030,51.51559973,-0.02298261,181482.9235,6194894,,04/20/2020,Poplar Union,,E05009325,Lansbury,,,,https://poplarunion.com
Tower Hamlets,Dance performance venues,,1 Graces Alley,,,,E09000030,Tower Hamlets,,,534240.9635,,,E09000030,51.51061305,-0.066937948,180846.9237,6006845,,04/20/2020,Wilton's Music Hall,,E05009336,Whitechapel,,,,http://www.wiltons.org.uk
Tower Hamlets,Dance performance venues,,269 West Ferry Road,,,,E09000030,Tower Hamlets,,,537261.9627,,,E09000030,51.49216667,-0.024198973,178874.9242,6060149,,04/20/2020,The Space,,E05009324,Island Gardens,,,,http://www.space.org.uk
Tower Hamlets,Dance performance venues,,64-84 Chisenhale Road,,London,,E09000030,Tower Hamlets,,,536063.403,,,E09000030,51.53308803,-0.039708154,183396.453,6719953,,04/20/2020,Chisenhale Dance Space,,E05009320,Bow West,,,,http://www.chisenhaledancespace.co.uk
Tower Hamlets,Dance performance venues,,87 Derbyshire Street,,,,E09000030,Tower Hamlets,,,534572.9634,,,E09000030,51.52636805,-0.061484047,182608.9232,6089004,,04/20/2020,Oxford House Theatre,,E05009331,St. Peter's,,,,http://www.oxfordhouse.org.uk
Tower Hamlets,Dance performance venues,,28 Commercial Street,,,,E09000030,Tower Hamlets,,,533855.9636,,,E09000030,51.51668037,-0.072230154,181511.9235,6722403,,04/20/2020,Toynbee Studios,,E05009333,Spitalfields & Banglatown,,,,http://www.toynbeehall.org.uk
Tower Hamlets,Dance performance venues,,43 White Horse Road,,,,E09000030,Tower Hamlets,,,536017.963,,,E09000030,51.51325269,-0.041215197,181187.9236,6044554,,04/20/2020,Half Moon Young People's Theatre,,E05009329,St. Dunstan's,,,,http://www.halfmoon.org.uk
Lambeth,Dance performance venues,,68 Clapham Manor St,,,,E09000022,Lambeth,,,529537.9648,,,E09000022,51.46586805,-0.136540351,175745.9251,1.00E+11,,04/20/2020,Bread and Roses,,E05000419,Clapham Town,,,,https://www.breadandrosestheatre.co.uk
Lambeth,Dance performance venues,,208 Wandsworth Road,,,,E09000022,Lambeth,,,529838.3647,,,E09000022,51.47552393,-0.131821282,176828.0248,10023851231,,04/20/2020,Lost Theatre,,E05000429,Stockwell,,,,http://www.losttheatre.co.uk
Lambeth,Dance performance venues,,138 Kennington Park Road,,,,E09000022,Lambeth,,,531452.9643,,,E09000022,51.48690516,-0.108099695,178135.9244,1.00E+11,,04/20/2020,White Bear Theatre,,E05000427,Prince's,,,,http://www.whitebearkennington.co.uk
Lambeth,Dance performance venues,,19 Brad Street,,,,E09000022,Lambeth,,,531270.9643,,,E09000022,51.50406716,-0.110011288,180040.9239,10000445872,,04/20/2020,Waterloo East Theatre,,E05000416,Bishop's,,,,http://www.waterlooeast.co.uk
Lambeth,Dance performance venues,,7AD Leake St,,,,E09000022,Lambeth,,,530910.9344,,,E09000022,51.50197488,-0.115285479,179798.824,10091121720,,04/20/2020,The Vaults,,E05000416,Bishop's,,,,https://www.thevaults.london
Lambeth,Dance performance venues,,Town Hall Parade,,,,E09000022,Lambeth,,,530922.9644,,,E09000022,51.46019347,-0.116833605,175149.9252,2.00E+11,,04/20/2020,Electric Brixton,,E05000417,Brixton Hill,,,,http://electricbrixton.uk.com
Lambeth,Dance performance venues,,70 Landor Pub,,,,E09000022,Lambeth,,,530266.9646,,,E09000022,51.46566493,-0.126053013,175741.9251,1.00E+11,,04/20/2020,Landor Theatre,,E05000425,Larkhall,,,,http://www.thelandorpub.com
Lambeth,Dance performance venues,,66 The Cut,,,,E09000022,Lambeth,,,531461.9643,,,E09000022,51.50327691,-0.107291849,179957.9239,1.00E+11,,04/20/2020,The Young Vic,,E05000416,Bishop's,,,,https://www.youngvic.org
Lambeth,Dance performance venues,,99 Upper Ground,,,,E09000022,Lambeth,,,531021.1944,,,E09000022,51.50617404,-0.113523269,180268.9238,1.00E+11,,04/20/2020,Rambert,,E05000416,Bishop's,,,,http://www.rambert.org.uk
Lambeth,Dance performance venues,,1 Northside Clapham Common,,,,E09000022,Lambeth,,,529135.9649,,,E09000022,51.46375804,-0.142413708,175500.9251,1.00E+11,,04/20/2020,Omnibus Arts Centre,,E05000419,Clapham Town,,,,http://omnibus-clapham.org
Lambeth,Dance performance venues,,1-3 Brixton Rd,Unit 3,,,E09000022,Lambeth,,,531370.9643,,,E09000022,51.4804897,-0.109546045,177419.9246,10090196810,,04/20/2020,Flow Dance London,,E05000436,Vassall,,,,https://flowdance-london.co.uk
Barking and Dagenham,Dance performance venues,,1 Clockhouse Avenue,,,,E09000002,Barking and Dagenham,,,544221.9608,,,E09000002,51.5356693,0.078044242,183908.9228,100058301,,04/20/2020,Broadway Theatre,,E05000026,Abbey,,,,http://www.thebroadwaybarking.com/sales
